Y,sdc,sdx,sa,dga,dgp,dgtot
0.36734693877551017,8.3193,2.0613,4.1669,-1.4241,-84.2265,-85.6505
0.0,11.0945,2.8914,6.2422,4.0318,-124.3673,-116.8358
0.21768707482993196,13.3094,1.0013,5.8347,-16.0586,-117.1569,-107.755
0.04421768707482994,13.3094,1.0013,5.8347,-16.0586,-117.1569,-107.755
0.00795918367346939,10.4947,0.5582,4.8349,-7.8326,-92.1757,-76.91
0.0006122448979591841,10.4796,0.5706,4.8474,-8.9322,-92.46,-78.7547
0.1465986394557823,10.0011,0.0,4.4197,-10.7291,-91.0859,-68.5791
0.0,5.2034,3.8886,4.7129,-5.1917,-97.245,-97.6838
0.5986394557823129,5.2231,0.8524,2.3525,-11.2933,-43.9221,-51.0337
0.001632653061224492,11.5192,1.9132,6.1076,-14.0573,-124.8395,-123.4074
0.14278911564625849,10.4723,1.6271,5.1251,-16.2744,-107.5051,-109.4441
0.06523809523809523,13.6593,1.6605,7.4802,-15.9035,-145.2693,-136.6616
0.06326530612244899,13.021,1.7427,7.4033,-17.0247,-143.4188,-136.7257
1.0,6.5446,1.048,2.4641,-6.0315,-48.8787,-54.9102
0.727891156462585,14.3822,0.0,3.7678,-13.3223,-81.2502,-68.9894
0.34489795918367344,7.4742,0.9518,2.4172,-7.8973,-56.3676,-64.2649
0.12244897959183673,7.2711,0.9863,2.3754,-7.9004,-55.4409,-63.3413
0.12448979591836734,7.4524,0.9692,2.4147,-7.8981,-56.3183,-64.2164
0.346938775510204,10.5623,0.0,3.3179,-2.2988,-76.2915,-60.9495
0.0,7.4742,0.9518,2.4172,-7.8973,-56.3676,-64.2649
0.32054421768707475,13.5568,0.0,6.122,-15.9125,-117.9854,-98.6434
0.3877551020408163,13.8083,0.0,3.5899,-5.2264,-81.1286,-66.9985
0.013605442176870746,12.2891,1.5213,5.4262,2.4825,-108.533,-93.7319
0.06462585034013606,8.9927,2.3828,4.1701,-3.4135,-91.4739,-94.8874
0.11224489795918369,9.9382,2.0044,6.2291,-15.6991,-108.5177,-121.4436
1.0,12.3969,1.5057,6.7937,-16.6183,-122.2516,-125.7939
0.008639455782312924,11.9446,2.3323,6.3036,-4.3562,-124.1927,-116.4427
0.7255102040816327,7.6465,0.0,2.2819,-11.6657,-52.7551,-64.4208
0.07646258503401361,10.5313,0.701,3.5263,-0.3319,-79.8692,-80.2011
0.05251700680272109,14.1159,2.5191,5.6948,6.8779,-126.4112,-119.5334
0.047619047619047616,14.1159,2.5191,5.6948,6.8779,-126.4112,-119.5334
0.0,9.0347,3.1897,6.6343,-12.8887,-123.3561,-129.9006
0.004285714285714285,4.4702,3.4619,4.1722,-7.1775,-76.1911,-83.3686
0.18503401360544217,13.8751,0.7457,5.8941,-11.963,-114.4694,-112.0948
0.04306122448979592,13.8751,0.7457,5.8941,-11.963,-114.4694,-112.0948
0.5721088435374149,5.3026,1.8327,2.6396,-5.6252,-58.0937,-63.7189
0.5238095238095237,5.3026,1.8327,2.6396,-5.6252,-58.0937,-63.7189
1.0,5.6446,0.0,1.3383,-14.4575,-29.3666,-38.189
1.0,9.3031,0.772,4.1074,-10.0881,-84.7433,-93.9708
0.43537414965986393,14.6997,0.5335,4.7776,-7.5623,-104.0171,-92.5188
0.4149659863945578,14.012,0.4999,4.2213,-8.3166,-90.0992,-78.7579
0.02040816326530612,12.9406,2.6096,6.4974,-7.7453,-140.8701,-140.4268
0.11564625850340135,14.4126,1.262,6.2917,-18.9091,-128.0037,-138.4372
1.0,14.6124,0.6693,6.746,2.9688,-138.9313,-95.7611
0.012176870748299321,9.6426,1.7603,5.3899,-1.6578,-110.2483,-94.4149
0.14278911564625849,12.1275,1.0087,5.8935,-16.6151,-113.6747,-107.183
0.16693877551020408,8.7387,3.0844,6.8126,-14.5386,-133.2052,-126.3711
0.18503401360544217,8.993,2.7525,6.6925,-13.4322,-131.7916,-126.0518
0.02156462585034014,9.4259,0.6739,3.3487,-9.4569,-69.2611,-78.718
0.47238095238095235,9.4259,0.6739,3.3487,-9.4569,-69.2611,-78.718
1.0,7.264,1.7026,3.8193,-6.5845,-76.1046,-82.5032
0.07482993197278912,14.4745,1.5041,4.2111,-9.1581,-96.1019,-105.26
0.2765306122448979,14.4745,1.5041,4.2111,-9.1581,-96.1019,-105.26
0.0,4.06,0.9163,1.9155,-9.0912,-35.4174,-35.0869
0.0,10.8793,2.775,4.5072,-4.7071,-101.8233,-106.5304
0.35340136054421767,9.4424,0.0,3.0674,-1.4161,-68.4605,-65.8501
0.42176870748299317,9.5828,2.8081,5.4086,-11.0871,-109.9759,-109.2384
0.0,11.0455,1.8462,5.4922,-23.5367,-108.6499,-107.7485
0.2504081632653061,11.6388,2.6439,6.7918,-28.1541,-131.347,-134.409
0.283469387755102,11.6388,2.6439,6.7918,-28.1541,-131.347,-134.409
0.9591836734693877,6.4113,0.4062,1.0481,-7.1555,-22.225,-29.3805
0.04918367346938776,18.1339,2.8045,7.7773,-1.6909,-157.5958,-151.4898
0.34489795918367344,18.1339,2.8045,7.7773,-1.6909,-157.5958,-151.4898
0.03884353741496599,9.2762,0.0,2.7806,-9.303,-59.6966,-48.713
1.0,12.6097,0.8952,5.1741,-4.8569,-111.7545,-104.3944
0.0,4.7118,1.1971,3.386,-3.5935,-66.7727,-58.5823
0.3285034013605442,9.0362,0.7455,3.4607,-10.2149,-72.6447,-77.958
0.7974829931972789,9.7309,0.5277,3.8205,-11.3349,-78.7156,-85.7672
0.7551020408163265,8.1939,0.0,2.2403,-3.8826,-44.8355,-47.6959
1.0,11.6629,2.2791,5.5826,-19.1039,-108.9199,-128.0238
0.0010884353741496613,14.3928,1.3361,6.4805,-20.7163,-136.6018,-154.0328
0.025578231292517007,14.3928,1.3361,6.4805,-20.7163,-136.6018,-154.0328
0.0,9.4885,1.0887,5.3374,-8.6834,-109.3455,-107.628
0.1465986394557823,9.0431,0.0,4.2521,-9.6072,-84.5993,-70.2342
0.014489795918367344,8.0739,2.4266,3.6878,-14.1547,-71.1635,-85.3182
0.0,8.0739,2.4266,3.6878,-14.1547,-71.1635,-85.3182
0.0,10.8081,1.7509,6.6993,-9.2647,-125.0232,-96.9113
0.01612244897959184,10.8081,1.7509,6.6993,-9.2647,-125.0232,-96.9113
0.015306122448979591,5.4601,1.5106,2.436,-14.6677,-48.7646,-57.3559
0.11530612244897959,5.4601,1.5106,2.436,-14.6677,-48.7646,-57.3559
1.0,13.2867,0.0,5.2728,-8.691,-107.0596,-71.605
0.0692517006802721,12.7063,1.736,5.7485,0.8793,-118.234,-97.9647
0.01142857142857143,12.7063,1.736,5.7485,0.8793,-118.234,-97.9647
1.0,10.0554,2.24,4.7342,-1.0974,-98.9553,-100.1542
0.4965986394557823,12.3392,0.0,2.4736,-6.4488,-56.1403,-42.6811
0.8639455782312925,13.3854,0.0,3.0982,-5.6976,-71.8451,-58.5067
0.04918367346938776,11.0036,1.3455,4.588,-24.5672,-91.1121,-112.3334
1.0,5.4947,2.6683,3.9728,-7.6264,-79.9743,-78.9953
0.0,12.5696,0.9822,5.606,-3.8309,-122.7198,-102.299
1.0,8.6141,0.0,2.4245,-7.3505,-49.6939,-46.0061
0.11850340136054424,8.0542,1.9614,3.8044,-11.8369,-73.0096,-84.8464
1.0,5.481,1.1182,1.8794,-6.9909,-38.8404,-45.8313
0.9387755102040816,13.4279,0.0,5.3305,2.8164,-113.5576,-76.3473
1.0,12.6292,0.0,4.9481,-5.7965,-97.5261,-78.4776
0.0,11.1479,0.6759,4.7844,-8.5694,-103.4703,-105.9933
0.013673469387755103,12.9739,0.635,5.0163,-15.8408,-97.4337,-109.1678
0.06136054421768708,6.2326,0.7868,2.4268,-2.964,-49.7909,-54.9452
0.629251700680272,16.8204,0.7332,7.5226,-9.8453,-156.9746,-150.4686
0.013605442176870746,14.4724,2.3948,8.5312,-7.574,-165.1261,-147.1228
0.0026530612244897965,14.4724,2.3948,8.5312,-7.574,-165.1261,-147.1228
0.0,13.6282,0.6179,6.1394,-16.7605,-123.014,-114.5049
0.01142857142857143,13.6282,0.6179,6.1394,-16.7605,-123.014,-114.5049
0.408843537414966,11.5337,1.8108,6.0779,-0.7918,-130.7631,-102.8719
0.0,8.2142,0.6626,3.9636,-18.4964,-76.4342,-87.218
0.006802721088435375,12.6103,0.9989,5.2125,-0.8354,-111.9584,-87.8162
0.0,12.2843,1.0342,5.5995,-2.3144,-121.143,-100.2643
0.0,12.209,0.9895,5.3171,-3.0561,-113.4501,-89.5322
0.047619047619047616,13.3472,0.9859,5.3739,0.2873,-115.3476,-86.6063
0.027210884353741496,12.5978,0.9572,5.3742,-1.9297,-114.9042,-89.2352
0.03047619047619048,12.384,1.0036,5.1978,-1.9402,-111.1679,-88.1634
1.0,9.677,0.0,3.0076,-4.5054,-62.7633,-42.2879
0.0,13.2001,1.0393,6.0566,-0.9868,-132.5507,-98.8976
0.0,12.4381,0.9712,5.208,-1.9361,-111.6107,-87.7499
0.09523809523809523,13.6451,0.9469,5.476,0.3169,-117.2687,-88.8875
1.0,11.461,0.0,4.1854,-11.8476,-91.2792,-82.8307
0.22659863945578232,6.4696,0.821,3.3077,-3.3925,-67.7882,-55.7223
0.2504081632653061,4.9985,2.0824,3.3502,-8.775,-68.7762,-77.5512
0.08993197278911563,11.5884,2.6797,6.9062,-11.955,-133.9787,-134.5808
1.0,8.4382,0.9438,2.7096,-18.8747,-51.4766,-70.3513
0.0,7.1703,0.0,3.9883,-5.9955,-75.1858,-44.7957
0.12843537414965986,9.8801,1.3635,6.0596,-24.4529,-113.0768,-126.4566
0.9186394557823128,11.5965,1.4958,5.8347,-8.3027,-113.4564,-108.2212
0.018707482993197282,6.6919,3.0142,5.0769,-6.3501,-97.1522,-95.3208
0.013061224489795919,7.9184,4.0103,6.4522,-3.4276,-127.3051,-120.1778
0.01959183673469388,6.6276,2.9126,5.2009,-4.4891,-100.4881,-96.3416
0.027210884353741496,7.9184,4.0103,6.4522,-3.4276,-127.3051,-120.1778
0.031224489795918364,6.6563,3.0314,5.421,-5.5974,-105.2652,-101.0087
0.18979591836734694,8.8654,2.8581,5.537,-1.8765,-106.2543,-98.3592
0.014693877551020407,6.8266,3.157,5.3124,-4.493,-103.0018,-98.8956
0.11850340136054424,8.2043,2.6733,5.1492,-3.7409,-96.3154,-87.809
0.0963265306122449,6.6563,3.0314,5.421,-5.5974,-105.2652,-101.0087
0.108843537414966,6.6919,3.0142,5.0769,-6.3501,-97.1522,-95.3208
0.7482993197278911,10.049,2.8376,5.2773,0.5287,-110.7273,-108.7031
0.0,4.4728,0.8054,1.6504,-4.9585,-34.0115,-38.9701
0.08993197278911563,8.2422,0.9993,3.2111,-18.7065,-59.352,-66.7287
0.0,8.2422,0.9993,3.2111,-18.7065,-59.352,-66.7287
0.047619047619047616,7.829,2.2322,4.7343,-6.1207,-91.8849,-92.1078
0.07136054421768707,8.4385,2.1538,4.8112,-3.8932,-93.6879,-91.0719
0.1119047619047619,7.2928,2.3333,4.6019,-7.231,-89.0439,-91.3927
0.17006802721088435,7.0329,2.651,4.8369,-6.4906,-96.2305,-99.4713
0.0,7.2928,2.3333,4.6019,-7.231,-89.0439,-91.3927
0.18448979591836734,7.0329,2.651,4.8369,-6.4906,-96.2305,-99.4713
0.1319047619047619,9.3132,2.0626,5.2598,-8.9016,-100.0345,-105.1081
0.09523809523809523,6.4062,2.4792,4.6054,-4.9633,-91.7815,-95.6347
0.11503401360544219,6.4062,2.4792,4.6054,-4.9633,-91.7815,-95.6347
1.0,5.1525,2.2858,3.5257,-5.3934,-65.2739,-61.1987
0.002108843537414966,4.34,1.8149,2.935,-6.952,-60.2405,-63.0005
0.5199319727891156,12.4739,1.6642,6.7375,-12.2335,-130.248,-126.5015
0.002108843537414966,12.4739,1.6642,6.7375,-12.2335,-130.248,-126.5015
0.013605442176870746,14.6985,2.1389,7.7405,3.0779,-160.7627,-128.9049
0.0,14.6985,2.1389,7.7405,3.0779,-160.7627,-128.9049
0.0,13.2102,2.4415,7.2119,3.0401,-149.6207,-121.0986
0.03401360544217687,13.2102,2.4415,7.2119,3.0401,-149.6207,-121.0986
0.0,9.2457,2.6665,5.727,-3.3454,-116.7435,-109.044
0.5454421768707483,8.7019,0.7302,4.1806,-18.3973,-78.0874,-83.5128
0.6757142857142856,8.7019,0.7302,4.1806,-18.3973,-78.0874,-83.5128
0.07346938775510205,13.4783,0.6991,3.6978,-4.8623,-80.5651,-76.2073
0.6,13.4783,0.6991,3.6978,-4.8623,-80.5651,-76.2073
0.0,15.5112,4.0139,10.3513,-13.6312,-206.6271,-174.1986
0.013945578231292517,11.6721,1.4371,3.5286,-13.2486,-74.0344,-87.283
0.32625850340136053,11.6721,1.4371,3.5286,-13.2486,-74.0344,-87.283
0.0,9.8905,3.7865,6.0217,1.5953,-123.4247,-123.1124
0.22659863945578232,5.3594,1.5238,3.3654,-15.45,-59.3133,-76.4968
0.6919047619047618,10.3578,0.9097,3.2494,-8.6664,-71.7375,-76.4379
0.07136054421768707,9.081,1.7269,3.488,-17.2366,-71.3678,-77.0395
1.0,11.3333,0.6799,4.0562,-8.5943,-85.4197,-82.7503
0.0925170068027211,11.7735,0.0,4.43,-8.5755,-88.6529,-71.327
0.17687074829931973,10.3148,0.8201,4.3345,-27.4366,-86.1453,-109.377
0.6919047619047618,11.0767,0.5502,4.7014,-8.4957,-100.1276,-99.0554
0.2905442176870748,11.0767,0.5502,4.7014,-8.4957,-100.1276,-99.0554
0.0816326530612245,11.8178,1.375,5.0489,0.9811,-101.275,-87.8491
0.006802721088435375,9.6644,1.6222,4.6924,-3.9211,-89.5787,-91.8524
0.42904761904761896,7.9159,1.6504,3.6841,-15.0639,-80.1785,-95.2425
0.18979591836734694,8.7241,0.0,2.5247,-8.4134,-53.7642,-48.3176
0.0925170068027211,9.1595,0.0,2.9645,-8.7279,-63.6511,-61.4802
0.6816326530612244,8.6181,0.8871,3.0735,-13.5095,-64.3528,-77.8623
0.0672108843537415,6.0764,0.8709,2.9698,-15.5631,-56.7401,-58.2645
0.2380952380952381,12.1122,0.0,3.6765,6.8163,-83.7209,-49.3029
0.2442176870748299,6.4478,1.013,2.4714,-6.8243,-59.3978,-65.8451
1.0,6.5078,0.732,3.0899,-10.6121,-59.2154,-67.9031
1.0,10.4488,0.5607,3.9,-10.9416,-79.5609,-74.583
1.0,11.1935,0.8188,4.2744,-10.923,-87.8622,-77.8048
0.03401360544217687,11.7586,1.3499,4.9388,1.9725,-97.8301,-84.4716
0.0,14.6774,0.6011,6.22,-10.8785,-118.3974,-114.0977
0.0,6.4803,2.6163,3.4272,-9.2322,-72.3528,-77.413
0.030000000000000002,11.4485,0.6,5.0851,-11.4826,-103.2784,-97.7015
0.08496598639455782,7.8555,1.3171,3.8245,-14.5471,-72.941,-82.1032
1.0,7.8555,1.3171,3.8245,-14.5471,-72.941,-82.1032
0.046054421768707485,11.4485,0.6,5.0851,-11.4826,-103.2784,-97.7015
0.07789115646258503,6.9506,0.0,2.1562,-3.873,-43.1596,-46.0937
1.0,6.9506,0.0,2.1562,-3.873,-43.1596,-46.0937
1.0,8.644,0.7976,4.3485,-9.3454,-83.0179,-73.1898
0.0,11.5186,1.8664,6.0727,8.4058,-134.4728,-89.739
1.0,13.8165,0.8666,7.2483,-16.611,-137.6984,-123.7994
0.47238095238095235,12.7314,0.75,5.7055,-14.0253,-108.6365,-116.5807
0.0,8.1541,0.7617,2.9993,-12.1349,-68.5306,-73.899
0.0,8.5564,0.7755,3.1225,-12.1224,-71.4074,-76.7247
0.003197278911564627,8.22,0.7798,2.9634,-12.1262,-67.8171,-73.6893
0.05081632653061226,4.7971,1.0755,1.9616,-8.0104,-42.7712,-52.3352
0.2925170068027211,10.7957,1.4813,5.5585,-11.2615,-110.0805,-112.2166
0.054421768707483,9.8433,1.5174,5.0337,-5.8663,-110.1104,-101.0376
0.19727891156462585,9.8433,1.5174,5.0337,-5.8663,-110.1104,-101.0376
0.17687074829931973,10.3327,1.382,5.1402,-4.7445,-111.97,-101.4259
0.399047619047619,7.5496,0.6312,2.9396,-11.7313,-57.3324,-66.6223
0.0,5.9,2.1927,3.768,-6.29,-77.6012,-79.1751
0.2697959183673469,5.9,2.1927,3.768,-6.29,-77.6012,-79.1751
0.0,11.2293,2.236,6.8187,-5.0978,-140.6477,-124.904
0.47238095238095235,10.9245,0.0,4.0316,-6.7756,-82.2553,-65.7056
0.0,7.7652,0.7702,3.817,-10.1633,-70.8019,-78.026
0.17687074829931973,7.3104,0.7992,3.9092,-9.3654,-74.2589,-79.5527
0.1080952380952381,7.2887,0.7963,3.7558,-11.158,-69.8648,-78.2437
0.0013605442176870784,7.3104,0.7992,3.9092,-9.3654,-74.2589,-79.5527
0.2993197278911564,11.2251,0.0,4.3166,-3.2236,-87.2231,-71.697
0.3895238095238095,7.839,0.573,3.67,-9.8973,-71.8912,-80.9048
1.0,7.839,0.573,3.67,-9.8973,-71.8912,-80.9048
0.42857142857142855,13.7594,0.0,3.435,-10.2364,-73.5783,-60.8621
0.006054421768707484,7.7633,0.6244,2.6652,-11.1196,-57.5215,-68.6411
0.1465986394557823,9.1563,0.6563,2.9512,-16.8141,-62.0059,-70.1346
1.0,7.474,1.5859,3.5666,-12.4539,-76.6573,-85.5466
0.5578231292517006,11.54,2.6606,4.5997,9.5203,-100.4685,-90.9482
0.2631972789115646,11.9335,1.8916,6.1131,-21.0892,-118.5659,-130.6158
1.0,6.4623,1.198,2.6512,2.6165,-55.3535,-52.737
0.03884353741496599,6.4623,1.198,2.6512,2.6165,-55.3535,-52.737
0.6666666666666666,11.6159,0.0,2.4822,0.9488,-55.4488,-34.345
0.061224489795918366,10.4892,2.3773,5.8713,-9.801,-114.1181,-118.3944
0.012789115646258505,9.2588,1.4257,4.7661,-18.086,-91.0446,-92.3494
1.0,6.4164,0.8212,2.9221,-13.8209,-59.6128,-68.4212
0.2905442176870748,6.9631,0.881,3.3265,-9.9034,-71.9828,-67.0151
0.5721088435374149,12.8468,1.3742,7.1933,-7.4747,-136.61,-126.8379
0.17578231292517008,12.8468,1.3742,7.1933,-7.4747,-136.61,-126.8379
0.256734693877551,10.7864,0.7471,4.6389,-15.2351,-87.5031,-92.9073
0.09782312925170067,4.298,1.8883,3.1465,-5.2499,-62.7091,-61.5564
0.16693877551020408,4.298,1.8883,3.1465,-5.2499,-62.7091,-61.5564
0.0,13.6982,1.2772,5.919,-17.8602,-120.3916,-119.6441
0.47238095238095235,13.6982,1.2772,5.919,-17.8602,-120.3916,-119.6441
1.0,15.276,2.5823,8.0519,-10.9759,-164.0869,-153.6902
0.23823129251700684,15.276,2.5823,8.0519,-10.9759,-164.0869,-153.6902
1.0,9.6196,0.8666,2.4687,-7.2602,-55.1991,-62.4592
0.9591836734693877,10.4589,2.1524,4.9014,-1.0848,-102.557,-97.6984
1.0,11.1023,1.7921,4.7799,-0.0137,-100.2138,-94.9502
0.27210884353741494,11.1113,1.0006,4.4713,-12.0729,-89.417,-93.066
0.21006802721088436,14.9385,4.1611,9.0541,1.1889,-175.0684,-153.722
0.4188435374149659,11.0792,0.7332,5.5212,-5.229,-109.2294,-92.5125
0.21006802721088436,11.0792,0.7332,5.5212,-5.229,-109.2294,-92.5125
0.025578231292517007,9.1305,0.6722,4.6333,-11.0759,-88.2448,-90.0587
1.0,4.9736,1.4673,2.6869,-14.7451,-52.1886,-66.9337
0.5585714285714285,8.7923,1.4754,4.5598,-11.4619,-95.2643,-95.7741
0.02040816326530612,8.0212,0.0,3.245,-13.05,-58.353,-47.8344
0.47619047619047616,8.0212,0.0,3.245,-13.05,-58.353,-47.8344
0.07482993197278912,11.7986,1.5634,5.4724,-10.4625,-111.383,-111.6128
0.0,8.3245,0.7543,4.0359,-16.9171,-80.0316,-84.8787
0.4961224489795918,9.6109,2.9206,5.9402,-10.007,-120.6116,-119.2361
0.27455782312925164,16.7579,0.0,6.3279,-17.0768,-134.8096,-119.7561
0.0,13.0486,1.4328,5.9676,-0.8995,-117.0228,-97.4572
0.11530612244897959,11.2832,0.703,5.327,-11.9505,-111.351,-108.8076
0.08843537414965986,9.0319,0.0,2.5156,6.1441,-53.934,-27.4702
0.16272108843537417,7.4294,0.4602,2.1964,-9.0785,-43.8355,-52.914
0.0,8.9836,0.8132,3.2041,-7.3498,-73.164,-69.5393
0.8979591836734694,8.9836,0.8132,3.2041,-7.3498,-73.164,-69.5393
0.006802721088435375,14.7325,1.5135,6.4779,1.7145,-131.6777,-109.3293
0.9251700680272108,6.0375,1.8206,3.0563,-15.2318,-63.4677,-74.7165
0.3401360544217687,13.0617,0.5426,3.3571,-11.6944,-71.4763,-63.2443
0.017006802721088437,11.5271,0.7848,4.6785,-4.1748,-100.84,-96.7792
0.07571428571428572,13.2946,0.7569,3.8582,-13.8968,-83.8942,-90.8327
1.0,7.9386,1.0029,2.4938,-18.6546,-47.5418,-59.5376
0.004897959183673473,8.4937,2.5681,4.213,-19.3933,-80.1464,-93.2133
0.10340136054421768,7.9386,1.0029,2.4938,-18.6546,-47.5418,-59.5376
0.046054421768707485,11.5028,1.5353,6.0078,-9.3549,-118.838,-122.0801
0.0,11.5028,1.5353,6.0078,-9.3549,-118.838,-122.0801
0.399047619047619,3.6893,2.3295,2.2811,-12.6091,-41.4262,-54.0353
0.1292517006802721,10.314,3.9962,5.4648,-8.224,-114.1002,-124.2119
0.17687074829931973,11.6791,3.6052,5.9531,-8.2804,-122.1936,-130.9226
0.26530612244897955,10.1167,3.9443,5.2665,-7.4402,-109.1214,-117.0365
0.0,10.314,3.9962,5.4648,-8.224,-114.1002,-124.2119
0.5102040816326531,10.6172,3.6623,5.5864,-5.8937,-116.7389,-123.8155
0.014761904761904764,10.6172,3.6623,5.5864,-5.8937,-116.7389,-123.8155
0.108843537414966,10.553,3.834,5.184,-7.865,-106.3481,-114.354
0.8972789115646258,6.9015,1.1327,3.8156,-16.5042,-80.7893,-81.6541
0.08020408163265305,6.9015,1.1327,3.8156,-16.5042,-80.7893,-81.6541
0.022517006802721087,15.4134,0.7764,7.8031,-2.6614,-154.9899,-100.3736
0.10625850340136056,14.3712,1.5857,7.223,-6.8635,-147.3785,-127.8043
0.009999999999999998,14.3712,1.5857,7.223,-6.8635,-147.3785,-127.8043
0.32653061224489793,10.0584,1.5679,4.5923,-9.2971,-91.7128,-90.8306
0.4149659863945578,9.071,1.6212,4.5982,-12.5335,-91.899,-94.5816
0.3055102040816326,10.9404,1.6708,4.7769,-8.0737,-96.5339,-94.2123
0.02040816326530612,12.2089,1.6877,5.8578,-11.2052,-117.4475,-119.3927
0.10204081632653061,10.5297,1.6163,4.5947,-7.0765,-91.7564,-88.8151
0.03401360544217687,11.3069,1.5602,4.7443,-5.9479,-95.0475,-90.2706
0.027142857142857146,11.0045,1.5663,4.6438,-5.9522,-92.98,-88.6693
0.0,12.7979,1.4425,6.1512,-2.6015,-130.8127,-114.3278
0.0,12.2089,1.6877,5.8578,-11.2052,-117.4475,-119.3927
0.027210884353741496,11.0656,1.5627,4.6506,-5.9551,-93.1031,-88.8404
0.062244897959183684,11.0045,1.5663,4.6438,-5.9522,-92.98,-88.6693
0.07136054421768707,10.819,1.5546,4.7213,-7.0767,-94.9526,-91.6013
0.3605442176870748,10.3747,1.637,4.8002,-6.5407,-97.6416,-93.7258
