smiles,sdc,sdx,sa,dga,dgp,dgtot
CC1=CC(=C2C=C(C=CC2=N1)NC(=O)NC3=CC4=C(C=C(N=C4C=C3)C)N)N.Cl.Cl,,,,,,
C[C@@H]1C[C@@H](C(NC1)[C@H](C)C2=C(C3=C(C=C2)[C@@H]4CC=C5C[C@H](CC[C@@]5([C@@H]4C3)C)O)C)O,10.2638,1.6002,3.1365,2.8401,-68.0094,-65.1692
C1=CC=C(C=C1)CSC[C@@H](C(=O)O)N,5.0398,2.5604,2.975,2.3529,-62.1149,-59.762
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@H]([C@@H](O3)CO)O)O)NCCO,8.0956,4.3834,7.1546,-0.177,-142.5601,-120.6667
C[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)[O-],10.0384,0.7502,3.2861,1.5804,-78.0345,-67.7762
CC1(C=CC2=C3C(=C(C(=C2O1)CCC(=O)O)OC)C=CC(O3)(C)C)C,9.4819,0.907,3.7216,-4.8598,-82.8,-87.6598
CC(=CCNC1=NC=NC2=C1NC=N2)C,5.1059,1.4473,3.6294,-5.7942,-63.4171,-60.106
CC1=NC(=NC2=CC=CC=C12)N,3.4215,1.5965,2.3443,-7.5837,-41.4309,-44.0606
C1=NC(=C2C(=N1)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@@H](O3)CO)O)N)N,5.2644,5.1724,6.6103,-3.1455,-124.5668,-107.7032
C1=CNC(=C1)C(=O)C2=C(C=CC(=C2)Cl)NC(=O)CN,5.3874,3.2969,4.3778,-6.1331,-86.5436,-92.6767
C[C@@H](CCC[C@H]1[C@@H]2[C@@H](CS1)NC(=O)N2)C(=O)O,7.0983,2.5162,4.3908,3.7035,-89.8368,-86.1333
CN1CCC2=CC(=C3C4=C2[C@H]1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)C[C@H]7C8=CC(=C(O3)C=C8CCN7)O4)OC)OC,13.3945,0.5941,4.9418,-29.5795,-103.3962,-123.7268
C1=C(C=C(C(=C1Br)O)Br)C[C@@H](C(=O)O)N,3.4037,3.7362,3.4592,2.878,-72.9398,-70.0618
C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,5.8011,1.6512,3.0534,-15.2532,-69.1108,-84.364
CCN(CC)C(=O)C1=CC(=C(C=C1)O)OC,7.0472,0.7621,3.1019,0.8813,-65.3698,-55.742
CC1=C(NC(=O)N1)C(=O)C2=CC=C(C=C2)SC,5.6563,1.7083,3.2971,-5.8457,-66.8205,-72.6662
CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O.Br,1.7621,10.1542,5.61,1.1598,-99.4889,-98.3291
CCOC(=O)NC1=C(N=C(C=C1)NCC2=CC=C(C=C2)F)N,7.8459,3.2531,5.3171,-6.2586,-104.7282,-102.4178
C1=CC2=C(C=C1I)C(=CC3=CC(=C(C(=C3)Br)O)Br)C(=O)N2,4.083,1.9882,2.5909,-9.03,-56.5575,-65.5875
C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,5.0543,2.6529,3.5527,-15.6025,-79.5369,-95.1393
CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,7.4488,0.9787,2.4429,-7.8978,-56.8709,-64.7687
C1=CC=C2C(=C1)C(=O)C(=C(C2=O)SCCO)SCCO,7.468,1.6612,3.6099,0.4997,-80.7027,-78.7702
C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,5.5188,2.0737,3.5469,-7.6883,-79.2926,-81.8421
COC1=C(C(=CC(=C1)/C=C(\C#N)/C(=O)C2=CC(=C(C=C2)O)O)I)O,6.2485,2.9978,4.1771,-12.7779,-89.9672,-102.7451
C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,4.6955,4.1856,4.4022,-15.9174,-97.9478,-113.8652
COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,7.1815,1.6315,3.9426,-14.6041,-79.6521,-88.1114
C[C@@]12C3=CC=CC=C3C[C@@H](N1)C4=CC=CC=C24,4.9888,0.5541,0.9085,-12.1403,-19.1486,-31.2889
CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O,9.3828,0.9527,4.1856,-18.05,-87.5102,-91.1762
CCCOC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,6.5625,1.9187,4.1179,-5.3564,-81.7717,-79.427
CC(C)CCNC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1[C@H](O1)C(=O)O,9.2888,2.4047,5.1775,10.3259,-107.3667,-89.3447
CC[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C,9.7289,1.1953,4.2188,-5.3399,-83.8052,-89.1451
CC[C@H]1CN2CCC3=CC(=C(C=C3[C@@H]2C[C@@H]1C[C@@H]4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC,13.1091,0.4721,4.6494,-2.7346,-96.1292,-90.7926
CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,9.937,6.7977,9.2245,-11.8656,-176.487,-172.4865
CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,12.4524,0.5642,5.1545,-7.4706,-109.9373,-106.3756
C1CN(CC=C1C2=CC=CC=C2)CCCCC3=CNC4=C3C=C(C=C4)O,8.5411,1.2663,2.6684,-10.3269,-54.7123,-65.0393
CC1(C2=C(C3=CC=CC=C3C(=O)C2=O)NC1=O)C,6.4719,0.8752,2.9668,-11.0775,-62.4912,-69.5222
C1=COC(=C1)CNC(=O)C2=NN3C(=CC(=NC3=N2)C4=CC=CS4)C(F)(F)F,6.8769,0.9324,4.5009,-15.3007,-91.2537,-85.5395
COC1=CC2=C(C=C1)NC(=O)C(=C2)C3=NOC(=N3)C4=CC=C(C=C4)F,7.4745,0.9056,4.0065,-18.8671,-83.0025,-91.1432
C1CN(CCN1C2=CC=C(C=C2)O)C(=O)C3=CC4=CC=CC=C4C=C3,9.3912,0.7196,3.1894,-15.6463,-67.2405,-72.7985
C1COCCN1C2=C(C=C(C=C2)C(F)(F)F)NC(=O)C3=NNC(=O)C4=CC=CC=C43,9.6476,1.8915,5.6654,-11.1141,-118.018,-112.4432
C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)CCC(=O)O,6.0958,1.7749,3.3506,-7.6329,-69.2825,-77.0891
C1=CC=NC(=C1)S(=O)(=O)C2=CC=C(C=C2)Cl,5.5159,0.0,1.9916,-6.377,-43.9231,-40.1865
CCCCCN1C(=O)C2=C(C=C(C=C2)C(=O)NCCCN3CCCCC3)NC1=O,11.5215,1.5561,5.5566,1.0393,-109.9094,-96.6403
COC1=CC=C(C=C1)CN2C(=O)C3=C(C=C(C=C3)C(=O)NCCCN4CCCCC4)NC2=O,13.1207,1.4217,6.2469,-8.3879,-125.4815,-123.0463
C1CC2=NC3=CC=CC=C3C(=O)N2C1,5.4168,0.0,2.1745,-10.0479,-42.6291,-41.932
CC1=C(N=C(O1)C2=CC=C(C=C2)OC)CS(=O)CC(=O)N3CCC4(CC3)OCCO4,13.3499,0.0,5.4645,-3.5292,-115.5805,-93.8982
CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3=NN=C(S3)COC4=CC=C(C=C4)Cl,9.0738,0.9312,4.2006,-17.2412,-84.4699,-101.1463
C1CCN(C1)C(=O)C2=CC=C(C=C2)NC(=O)C3=CC=CC=C3F,8.722,0.895,3.6388,-9.6967,-78.0038,-80.2442
C1OC2=C(O1)C=C(C=C2)C3NN4C(=NN=C4S3)C5=CC=CC=C5,6.7914,0.6409,3.4666,-20.6047,-67.6507,-68.783
C1CCC(CC1)C2=NN=C(S2)NC(=O)C3=CC=C(S3)Br,5.4253,0.8329,2.6014,-4.5277,-50.9938,-56.5815
COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3,8.3608,2.4578,4.8037,-12.1251,-97.6885,-104.0319
COC1=CC2=C(C=C1)NC(=O)C(=C2)C3=NOC(=N3)C4=CC=CC=C4,7.08,0.9234,3.515,-19.6111,-70.989,-79.7498
CC(C)(C)C(C(N1C=NC=N1)OC2=CC=C(C=C2)Cl)O,7.8603,0.7687,3.6447,0.3064,-74.1494,-52.7592
COCCNC(=O)C1=CC=C(C=C1)CN2C(=O)C3=CC4=C(C=C3NC2=S)OCO4,11.3294,1.3694,6.1239,-13.7311,-125.3858,-122.3808
CC1=CC=CC=C1C2=NC(=C(O2)C)CN3CCC(CC3)C(=O)NCCCN4CCOCC4,13.5733,0.4148,5.606,1.2787,-109.9482,-91.5199
C1=CC(=CN=C1)NC(=O)C2=CC=CS2,4.5415,0.6732,2.2855,-8.9674,-44.9594,-54.0028
CCCC1=C(C(=N)C2=CC=CC=C2N1C)CC.I,1.3338,3.4267,-0.2753,0.8852,20.88,21.7653
CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC,10.3253,2.5338,5.7611,4.1255,-114.6731,-101.9813
CC1=CC=CC=C1NC(=O)NC2=CC=CS2,4.8394,1.3268,2.2976,-8.1313,-45.4873,-53.6185
CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,40.9435,4.2118,18.5041,44.1065,-373.8319,-238.1979
COC1=CC\2=C(C=C1)NC(=O)/C2=C\C3=CN=CN3,5.5121,1.6211,3.5906,-13.6968,-70.152,-83.8488
CC1=CC=CC=C1OCC(CO)O,5.4128,1.5028,2.4708,3.0673,-55.7092,-52.6419
C1=NC2=C(N1)C(=O)NC=N2,1.8586,2.1392,3.0369,-8.6363,-55.3752,-61.0781
C1=CC=C(C=C1)C2=NC3=CC(=NN3C(=C2)C(F)(F)F)C(=O)NC4=CC=CC(=C4)C(F)(F)F,8.6569,1.0407,4.8699,-13.374,-105.6672,-94.8931
C1=CC=C2C(=C1)NC(=N2)/C(=C/C3=CC=C(O3)C4=CC=C(C=C4)C(=O)O)/C#N,7.5606,1.8968,4.1748,-25.9623,-84.6875,-110.6497
C1=CSC(=C1)C2=NC3=C(C(=C2)C(F)(F)F)C(=C(S3)C(=O)NC4=CC=C(C=C4)F)N,6.0956,2.959,4.5932,-15.437,-97.0243,-103.7137
C1=CC(=CC(=C1)Cl)C2=CC=C(O2)C(=O)NC3=CC4=C(C=C3)OC(=N4)C5=CN=CC=C5,8.8362,0.687,4.2391,-24.856,-86.7998,-100.5743
CC1=CC=C(C=C1)N2C3=NC=NC(=C3C=N2)NC4=CC=CC(=C4)C(=O)O,8.271,1.6653,4.743,-19.971,-91.5549,-98.3455
C1=CC=C(C(=C1)C(=O)NC2=CC3=C(C=C2)OC(=N3)C4=CC=NC=C4)Cl,7.5706,0.7307,3.682,-19.1356,-74.1235,-85.5352
COC1=CC=C(C=C1)C2C=C(NC3=NC(=NN23)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl,9.6992,0.7459,3.7805,-20.4492,-77.1753,-84.0639
C1=CC=C(C=C1)C2C=C(NC3=NC(=NN23)NS(=O)(=O)C4=CC=CC=C4)C5=CC=C(C=C5)Cl,9.3683,1.9131,4.3675,-22.0511,-87.9536,-92.9486
CC(=O)NC1=CC=C(C=C1)NC2=NN=C(C3=CC=CC=C32)C4=CC=C(C=C4)OCC#C,10.3133,1.2271,4.2612,-24.1358,-84.735,-105.3921
CC1=CC=C(C=C1)C2=NC3=C(C=C(C=C3)Br)C(=C2)C(=O)NCC4=CN(N=C4)C,9.9268,0.676,4.0015,-15.7006,-79.0517,-91.07
CC1=NN=C(S1)N2C(C3=C(C2=O)OC4=CC=CC=C4C3=O)C5=CC=C(C=C5)F,8.3815,0.0,3.8201,-22.3599,-80.3284,-91.2481
CC1=CC2=C(C=C1)OC3=C(C2=O)C(N(C3=O)CCCN(C)C)C4=CC=C(C=C4)O,10.8252,0.7432,4.6295,-11.5633,-96.4986,-95.0473
C1=CC(=C(C=C1C#N)F)C(=O)NC2=CC(=C(C=C2)Cl)C3=NC4=C(O3)C=CC(=C4)Cl,7.2971,0.9081,3.9573,-21.821,-82.2636,-98.2877
CC1=CC2=C(C=C1)N=C(O2)C3=C(C=CC(=C3)NC(=O)C4=CC5=C(C=C4)OCCO5)Cl,9.5765,0.6753,4.318,-21.1281,-90.7684,-101.1051
CC1=NC2=C(C(=NN2C(=C1)C3=CC=C(C=C3)OC)C)C4=CC(=C(C=C4)OC)OC,10.6573,0.0,3.9769,-15.7663,-80.2954,-83.0833
COC1=C(C=C(C=C1)C2=NC3=CC=CC=C3S2)NC(=O)C4=CC=C(C=C4)F,8.6373,0.8517,3.5234,-18.7078,-75.6569,-94.38
CC1(CC2=C(C=C(C(=O)N2C3=C(C=CC(=C3)OC)OC)C4=NC(=CS4)C5=CC=C(C=C5)Cl)C(=O)C1)C,11.8306,0.0,4.3244,-16.855,-92.4852,-104.3612
CC1=NN=C2N1C(=NC3=CC=CC=C32)N4CCN(CC4)C5=CC=CC=C5,9.3396,0.0,3.8623,-19.1484,-69.2849,-60.4502
CC1=C(C(=O)N2C=CSC2=N1)S(=O)(=O)NC3=CC=C(C=C3)N4CCN(CC4)S(=O)(=O)C,12.5993,0.8812,6.4309,-9.7277,-127.538,-102.8449
CN1C2=CC=CC=C2N=C(C1=O)C(=O)NC3=CC(=C(C(=C3)OC)OC)OC,10.3048,0.9684,5.3114,-12.2382,-108.204,-100.0615
CCOC1=CC=C(C=C1)/C=C/C2=NC3=CC=CC=C3N2S(=O)(=O)C4=CC=C(C=C4)Br,10.8994,0.0,3.6009,-15.7079,-78.8928,-74.1287
CC(C)C1=CC=C(C=C1)NC(=O)C2=CC=CC3=C2C(=O)N(C3)C4=CC=C(C=C4)OC,10.5179,0.8313,3.7302,-15.6418,-79.3229,-88.384
COC1=CC=C(C=C1)C2=NC3=C(CC4=CC=CC=C4O3)C(=N2)SCC(=O)NC5=CC=C(C=C5)C(=O)O,11.8769,1.6233,5.6786,-22.4293,-118.1834,-130.6069
CC(=O)N1CCC2=C(C1)SC3=C2C(=O)N(C(=O)N3CC(=O)C4=CC=CC=C4)C5=CC=CC=C5,12.4282,0.0,4.8497,-20.6459,-101.3959,-95.6967
CN1C2=C(C=C(C=C2)NC(=O)C3=CC(=CC=C3)Br)N=C1CN4CCCCC4,9.7611,0.6241,4.3031,-8.7235,-83.8512,-78.1009
CC1=CC=C(C=C1)C(=O)NC2=NC3=NC(=CC(=O)N3N2)C4=CC=CC=C4,7.2629,2.0922,4.0858,-19.964,-80.222,-89.3551
CC1=CC=C(C=C1)C(=O)NC2=NC3=NC(=CC(=O)N3N2)C,6.0034,1.7899,3.9618,-13.1885,-75.7872,-79.0847
CCOC(=O)N1CCN(CC1)CC2=NC3=C(N2C(C)C)C=CC(=C3)NC(=O)CC(C)C,13.6726,0.5293,6.3102,1.7469,-122.0586,-79.4989
COC1=CC=CC(=C1)C(=O)NC2=NN=C(S2)S(=O)(=O)N3CCOCC3,9.4656,0.7793,4.9889,-5.4489,-100.8373,-90.193
CN1C=C(C=C1C(=O)NC2=CC(=C(C=C2)Cl)C(F)(F)F)S(=O)(=O)N3CCOCC3,11.2094,0.7217,5.7921,-0.2914,-122.4691,-93.8808
CC1=NN=C2N1C3=CC=CC=C3N=C2NC4=CC(=CC=C4)NC(=O)C,7.917,1.4203,4.613,-18.4682,-85.4294,-88.8451
CCN(CC)CCCNC(=O)C1=C(C2=C(O1)CCC3=CN(N=C32)CC4=CC=C(C=C4)Cl)C,11.9054,0.6981,4.9499,-5.0933,-97.6681,-93.4382
CCN(CC)CCCNC(=O)C1=CC2=C(C=C1)N3C=C(N=C3S2)C4=CC=C(C=C4)OCC,11.4732,0.5898,4.8247,-9.0557,-94.0949,-94.9993
CCN(CC)CCNC(=O)C1CCN(CC1)C2=NN3C=C(N=C3S2)C4=CC=C(C=C4)F,12.3248,0.4994,5.7952,-5.0549,-110.8306,-101.0161
CC1=CC(=CC=C1)OCC(=O)NC2=CC3=C(C=C2)N=C(C=C3C)NC4=CC(=CC=C4)Cl,10.4855,1.3963,4.209,-16.5837,-86.516,-97.7717
CC1=CC2=C(C=C1)C(=C(N2CC3=CC=C(C=C3)OC)C(=O)O)CNCC4=CC=CO4,10.0038,1.7408,4.2674,-14.4196,-90.1552,-101.5687
COCCNC1=C2C(=NOC2=NC=N1)C3=CC=C(C=C3)F,7.8576,0.7706,4.4138,-9.4087,-86.5978,-84.5157
CC1=NN(C2=C1C(=CC(=N2)C3CC3)C(=O)NC4=CC=C(C=C4)F)C5=CC=CC=C5,10.0656,0.6229,4.0953,-20.0209,-82.4772,-93.1903
CC(C)(C)C1=CC=C(C=C1)C2=NC3=CC(=O)NN3C(=N2)SCCCOC4=CC=CC=C4,10.691,0.8517,4.2765,-11.2118,-85.2454,-79.2661
CC1=C(N=NN1C2=CC=CC=C2C(F)(F)F)C3=NSC(=N3)NC(=O)C4=CC(=CC=C4)OC,9.2283,0.9613,5.0275,-15.2244,-101.3465,-102.6038
CC1=C(N=NN1C2=CC=CC=C2C(F)(F)F)C3=NSC(=N3)NC(=O)C4=CC(=CC=C4)Cl,7.7399,0.8651,4.3575,-14.3734,-87.6504,-90.8659
CC1=C(C(N2C(=NC=N2)N1)C3=CC=CN3)C(=O)NC4=CC=CC=C4,7.3678,2.1739,4.8517,-18.05,-90.0814,-95.1711
CCN(CCN(C)C)C(=O)C1CCN(CC1)S(=O)(=O)C2=C(ON=C2C)/C=C/C3=CC=CC=C3F,15.8399,0.0,6.3862,2.537,-130.7251,-90.1531
CCS(=O)(=O)C1=CC=CC(=C1)C(=O)NC2=CC(=C(C=C2)C3=NC4=CC=CC=C4S3)O,9.891,1.4817,4.3381,-17.5256,-91.8148,-103.3402
COC1=CC=C(C=C1)CNC(=O)CN2C(=O)C=C3CCCCC3=N2,9.913,0.7079,4.2231,-7.2072,-85.4921,-79.4089
CN(C)CCCN1C(C2=C(C1=O)OC3=C(C2=O)C=C(C=C3)Cl)C4=CC(=C(C=C4)OC)OC,12.3817,0.0,5.3727,-9.3102,-112.4066,-104.685
CC(=O)C1=CC=C(C=C1)N2CCN(CC2)C3=C(C=C(C=C3)NC(=O)C4=CC=C(C=C4)F)C(=O)O,12.9138,1.6007,5.8086,-15.6046,-122.6563,-135.8391
CC1=CC(=CC=C1)C(=O)NC2=CC(=C(C=C2)N3CCC(CC3)N4CCCCC4)C(=O)O,11.2203,1.4534,4.7673,-6.4284,-96.9166,-103.345
C1CCN(CC1)C2CCN(CC2)C3=C(C=C(C=C3)NC(=O)C4=CC=C(C=C4)Br)C(=O)O,11.3451,1.5189,5.1103,-5.6271,-105.5556,-111.1827
CCCCNC(=O)CN1CCN(CC1)C2=C(C=C(C=N2)NC(=O)C3=CC=C(C=C3)Cl)C(=O)O,13.4083,2.218,7.2737,-3.4037,-145.1033,-137.4643
CC1=CC=C(C=C1)N2C3=NC=NC(=C3C=N2)NC4=CC(=C(C=C4)OC)Cl,8.4975,0.6352,4.1895,-16.8685,-79.194,-80.9818
CCOC(=O)N1CCC2=C(C1)SC(=C2C(=O)NC3=CC=C(C=C3)OC)NCC4=CC=C(C=C4)N(C)C,14.4375,1.5173,6.4742,-11.6569,-130.0745,-117.9198
C1=CC=C(C(=C1)C(=O)NC2=CC=C(C=C2)C3=NC4=C(O3)C=CC(=C4)NC(=O)C5=CC=CC=C5Cl)Cl,9.9738,1.4418,4.637,-24.0979,-97.0762,-113.4455
CC1=C(C=C(C=C1)C2=NN3C(=NN=C3C4=CC=CC=C42)C)S(=O)(=O)NC,9.6105,0.9232,4.408,-14.5053,-84.9457,-74.7451
C[C@H](CNC(C)(C)CC(=O)N[C@@H]1CCC2=CC=CC=C2N(C1=O)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)O,15.6721,2.7586,7.3318,-12.038,-144.2315,-137.168
C1=CC(=C(C=C1CN(CCCNC(=S)NCCCC2=CN=CN2)C3=NC=C(C=C3)Br)Cl)Cl,10.7293,1.8234,5.8652,-2.3292,-111.6165,-106.2215
CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3,10.721,0.0,2.1086,-6.0061,-48.6687,-49.9353
CCCNC(=O)[C@@H]1[C@@H](O1)C(=O)N[C@@H](C(C)CC)C(=O)N2CCC[C@@H]2C(=O)OC,12.7685,1.3411,6.3185,8.2447,-129.3103,-93.9598
C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)Cl)Cl,5.0765,1.4189,2.8762,-5.0738,-60.27,-64.9818
C1=C(OC(=C1)[N+](=O)[O-])C=NNC(=O)C(=O)N,3.2025,3.6078,4.171,-5.7785,-84.3308,-78.1312
CN1C[C@@H]2C[C@H]1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F,9.077,1.092,4.7977,-11.5533,-98.0017,-103.8677
C1CC(CCC1CN)C(=O)OC2=CC=C(C=C2)CCC(=O)O.Cl,8.0382,4.6465,4.0424,4.3635,-82.7626,-51.1972
CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C,10.5376,2.0767,5.6483,-4.692,-111.6082,-116.3002
C1COCCN1C2=CC(=O)C3=C(O2)C4=CC=CC=C4C=C3,8.0183,0.0,2.9431,-13.5928,-63.3996,-67.8428
CC(C)(C)C(=O)C(N1C=CN=C1)OC2=CC=C(C=C2)Cl,8.6069,0.0,3.2086,-2.3456,-67.4845,-50.1731
CN1C(=NN=N1)SC2=NC=NC3=C2C=CS3,4.1657,0.0,2.567,-11.0395,-43.761,-42.6098
CC(C)C1=CC2=C(C=C1)OC3=NC(=C(C=C3C2=O)C(=O)O)N,5.6051,3.0099,4.1256,-12.0842,-84.7125,-92.8988
CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC,11.0443,0.8131,5.3522,-7.1426,-107.7707,-105.3625
