index,smiles,half-life
2266,CCOc1cc(F)c(CCNC(=O)c2cc3sccc3n2Cc2ccccc2)cc1OCC,1.8
2278,O=C(NC1CC1)c1ccc(CSCc2ccccc2Cl)o1,1.74
1055,CC(=O)c1c(C)[nH]c(C(=O)Nc2cccc(S(=O)(=O)N3CCOCC3)c2)c1C,17.0
85,COCCNC(=O)c1ccc(Cn2c(=S)[nH]c3cc4c(cc3c2=O)OCO4)cc1,30.0
1394,CC(C)c1ccccc1-c1nc(NCc2ccc(-c3cccnc3)cc2)c2ccccc2n1,9.21
267,CC(=O)Nc1ccc(OCc2cn(CC(=O)c3ccc(O)cc3)nn2)cc1,30.0
566,O=C(O)c1ccc(N2C(=O)/C(=C/c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)C=C2c2ccccc2)cc1,30.0
291,COc1ccc2[nH]c3c(C)c4ccncc4c(C)c3c2c1,30.0
1713,Cc1cc(F)ccc1-c1nc(NCCN=C(N)NC#N)nc2c1ccc(=O)n2-c1c(F)cccc1F,5.23
644,CN(C)CCNC(=O)c1nc2nc(-c3ccccc3)c(-c3cccc(Cl)c3)cc2n1C,30.0
417,Fc1ccc(Nc2nc(-c3ccccc3)cc(-c3ccncc3)n2)cc1F,30.0
473,COc1cccc(CNc2ccc(S(=O)(=O)Nc3nc4ccccc4o3)cc2)c1O,30.0
1454,Cc1ccc(NC(=O)c2cc(-c3ccc(C)o3)nc3ccccc23)nc1,8.3
2115,O=C1CCCC2=C1C1(CCSCC1)N=C(Nc1nc3ccccc3o1)N2,2.3
2473,Nc1ncc(S(=O)(=O)N2CCN(c3ccccc3)CC2)cn1,1.3
858,O=C(O)CNC(=O)c1c(O)c2ccccc2n(Cc2ccccc2)c1=O,23.58
846,Cc1ccccc1C(=O)N1CCc2cc(-c3nc(NC(=O)Cc4ccccc4)sc3C)ccc21,24.0
2523,CN([C@@H](Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N1CCN(c2ccccc2)CC1)S(=O)(=O)c1cccc2cnccc12,1.0
1162,O=S(=O)(Nc1nccs1)c1ccc(NCc2cccc(Br)c2O)cc1,14.0
279,Cc1cc(C)nc(NC(=S)N2CCN(c3ccc(Cl)cc3F)CC2)c1,30.0
2526,CCN(C(=O)C(NS(=O)(=O)c1ccc(Br)s1)c1ccccc1)c1ccc(C)c(C)c1,0.99
933,O=S(=O)(Nc1ccc(-c2ccccc2)cc1)c1ccc(NCc2ccc(Br)cc2O)cc1,21.0
2460,COc1ccc(C2Nc3ccccc3C(=O)N2Cc2ccco2)cc1COc1ccc(NC(C)=O)cc1,1.35
19,O=C(Nc1ccccc1O)c1ccc(NC(=O)C2CC2)cc1,30.0
1272,Cc1ccnc(NC(=S)N2CCCC(Nc3cccc(C(F)(F)F)c3)C2)c1,11.0
1552,Clc1ccccc1-c1nc(NCc2ccc(-c3cccnc3)cc2)c2ccccc2n1,6.99
681,COc1ccc2[nH]c3c(c2c1)CCNC31CCN(S(=O)(=O)c2c(C)noc2C)CC1,30.0
2352,CCOc1ccc(CCNC(=O)c2cc3sccc3n2C)cc1OCC,1.6
1118,Cc1ccc(NS(=O)(=O)c2ccccc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1,15.0
1607,CN(C)C(=O)c1nc(-c2ccc(Cl)cc2Cl)c2cnccn12,6.29
1547,CC1=C(C(=O)NCc2ccccc2)C(c2ccccc2Br)N=C(Nc2nc3ccccc3o2)N1,7.0
1730,COc1ccc(C(=O)c2sc(Nc3cccc(Cl)c3)nc2N)cc1,5.07
220,NC(=O)C1CCN(c2ncc(-c3cccc(N4CCOCC4)c3)s2)CC1,30.0
1968,COc1ccccc1-c1[nH]nc2ncc(-c3ccc(C)cc3)nc12,3.0
2467,CCc1ccc(OC(C)C(=O)N2CCC(c3nc4ccccc4o3)CC2)cc1,1.32
304,O=C(Cc1ccc(Cl)c(Cl)c1)Nc1ccc(S(=O)(=O)Nc2cncnc2)cc1,30.0
1792,CCCCc1ccc(NC(=O)c2ccc3c(c2)N(S(C)(=O)=O)CC3)cc1,4.38
663,O=C(O)c1cnc(-c2ccc(F)cc2)nc1-c1ccncc1,30.0
2223,Cc1cc(-c2nnc3n2CCCCC3)c(C)n1-c1ccc(C(C)(C)C)cc1,1.9
802,COc1nccc(-c2nc(Nc3ccc(F)c(F)c3)c3ccccc3n2)c1OC,26.0
345,COC(=O)c1ccc2c(C(=Nc3ccc(N(C)C(=O)CN4CCN(C)CC4)cc3)c3ccccc3)c(O)[nH]c2c1,30.0
1222,CC(C)NC(=O)N1C[C@@H]2C[C@H](C1)c1ccc(-c3cccc(C(F)(F)F)c3)c(=O)n1C2,12.46
2378,CCOc1ccc(CCNC(=O)c2cc3ccccc3n2Cc2cccc(C)n2)cc1OCC,1.6
1852,Cc1ccc(S(=O)(=O)Nc2ccccc2C(=O)Nc2nc(-c3ccccc3)co2)cc1,3.9
1357,COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@@H]2[C@@]3(C)C[C@@H](c4ccoc4)OC(=O)C3CC[C@]21C,9.8
2202,O=C(NCc1ccccc1)c1nc(S(=O)(=O)Cc2ccc(F)cc2)ncc1Cl,1.98
2340,O=C(NCCCc1ccccc1)c1cccc(-c2cc(O)c3ncccc3c2)c1,1.65
1088,O=C1Nc2ccccc2/C1=C\c1ccc(O)c(Cl)c1,16.0
809,N#Cc1cccc(NC(=O)c2sc3nc4c(cc3c2N)N2CCC4CC2)c1,25.58
1136,c1ccc(CNc2cc3c(cn2)CN(Cc2cccnc2)CCN3)cc1,14.96
193,NCC(=O)Nc1cccc(-c2nn3c(=O)cc(N4CCNCC4)nc3s2)c1,30.0
175,CN(C)C(=O)c1ccc(-c2cc[nH]c(=O)c2N)cc1,30.0
811,COc1cc(CNCCO)cc(Cl)c1OCc1ccc(Cl)cc1Cl,25.52
2137,COc1ccc(S(=O)(=O)N(C(=O)C(C)C)c2ccc3oc(=O)sc3c2)cc1,2.2
1504,Cc1ccc(S(=O)(=O)Nc2cc(Cl)ccc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1,7.65
2327,COc1ccc(-c2noc(CSc3nnc(Cc4ccccc4)n3-c3ccc(F)cc3)n2)cc1,1.69
1282,O=C(Nc1nc(-c2ccccc2)cs1)c1ccncc1NS(=O)(=O)c1ccc(F)c(F)c1,11.0
129,Cc1cccc(OCC(=O)Nc2ccc3nc(Nc4cccc(Cl)c4)cc(C)c3c2)c1,30.0
341,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,30.0
1731,CC(=O)NCCNC[C@@H]1C=C(C)[C@H](Cc2nnc(-c3ccccc3)o2)C[C@H]1C(C)C,5.06
2058,Cc1cccc(-n2cnc3cc(C(=O)N4CCC(Br)CC4)ccc32)c1,2.5
1519,COc1ccc(NC(=O)c2ccc[nH]2)cc1[S+](=O)([O-])Nc1ccc(Br)cc1,7.44
308,Clc1ccc2ncc(-c3cccc(NC4CCNCC4)n3)n2c1,30.0
384,COc1ccc(-c2nc3ccc(C4=NNC(=O)CC4C)cc3[nH]2)cc1,30.0
1837,COC(=O)c1ccc([C@H]2c3[nH]c4ccccc4c3C[C@H](C(=O)OC)N2C(=O)CCl)cc1,4.02
2345,Cc1cccc(-n2nc(C)c3c2NC(=O)CSC3c2ccccc2Cl)c1,1.63
790,O=C(NCc1cccnc1)c1nc(-c2ccc(Cl)nc2)c2cnccn12,26.6
178,Cn1nnnc1Sc1ncnc2scc(-c3cccc(S(C)(=O)=O)c3)c12,30.0
427,O=C(Cc1nc2ccc(Cl)cc2[nH]1)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,30.0
2208,COc1ccc(CN2CCc3c(c(=O)n4ncc(C(=O)N5CCN(c6ccccc6OC)CC5)c4n3C)C2)cc1,1.97
2457,CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,1.37
782,COc1cc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2cc1OC,27.2
1352,Fc1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1F,9.82
185,Cc1noc(C)c1-c1csc(N2CCC(C(N)=O)CC2)n1,30.0
1059,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(-c3ccncc3)cs2)cc1,17.0
2046,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,2.55
2097,C=CCc1ccc(O)c(-c2ccc(O)c(CC=C)c2)c1,2.36
701,COc1ccc(-n2nc(C3CCCN(C(=O)c4ccccc4F)C3)[nH]c2=O)cc1,30.0
1585,Clc1ccccc1CSc1nc2ncc(Br)cc2[nH]1,6.5
2224,Cc1cc(-c2nnc3n2CCCCC3)c(C)n1-c1ccc(Cl)cc1,1.9
2026,CC(C)Oc1ccc(CCNC(=O)c2cc3sccc3n2Cc2ccccc2)cc1OC(C)C,2.7
490,Cc1ccc([S+](=O)([O-])n2cc(-c3ccc(-c4ccccc4)cc3)c3ccccc32)cc1,30.0
757,Nc1nc2c(s1)C(c1ccc(F)c(F)c1)CC(=O)N2,29.66
1819,CCOc1ccc(C2C(C(=O)Nc3ccccc3OC)=C(C)Nc3c(C(=O)Nc4cccc(C)c4)cnn32)cc1,4.18
2284,CCN(CC)CCOc1ccc(Cc2ccccc2)cc1,1.73
860,CC[C@@H](C)Nc1cc(C(=O)NC2CC3CCC(C2)N3c2ccc(C(=O)C3CC3)cn2)c(C)cc1C(N)=O,23.41
2354,COc1ccc(C2Nc3ccccc3C(=O)N2Cc2ccco2)cc1,1.6
2408,C=Cc1ccc(C(=O)N2CCCC(CCC(=O)N3CCN(c4ccccn4)CC3)C2)cc1,1.5
1961,Cc1ccc(S(=O)(=O)Nc2ccc(F)cc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1,3.0
119,Cn1c(CN2CCCCC2)nc2cc(NC(=O)c3cccc(Br)c3)ccc21,30.0
1601,Oc1ccc(CNc2cccc(F)c2F)c2cccnc12,6.35
282,O=C(Cc1ccc(Cl)c(Cl)c1)Nc1ccc(S(=O)(=O)Nc2ccon2)cc1,30.0
2214,CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,1.95
747,CC1(COc2ccc3c(c2)ncn3-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1,30.0
1890,CCOc1ccc(CN2C(=O)c3ccccc3Sc3ccc(C(=O)NC4CCC(C)CC4)cc32)cc1,3.52
1166,N#Cc1cccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(-c3ccccc3)cs2)c1,14.0
1849,Cc1c(O)ccc2c1OC(C)(C)CC2,3.9
2305,CCOc1ccc(CCNC(=O)c2cc3sccc3n2C(C)C)cc1OCC,1.7
367,COc1cccc(CNc2ccc(S(=O)(=O)Nc3nc4ccccc4s3)cc2)c1O,30.0
1395,CCCN1C(CC(C)C)=NS(=O)(=O)c2cc(NC(=O)c3ccco3)ccc21,9.21
556,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCO)c(C)c3)nc2c1,30.0
2074,Cc1ccc(Nc2nc(NCCO)c3ccccc3n2)cc1C,2.42
1326,O=C1CCC(C(=O)N2CCSCC2)CN1Cc1ccc(Cl)cc1,10.0
839,COc1ccc(Cl)cc1C(=O)Nc1nc(-c2ccccc2)cs1,24.0
1322,O=C(NC1CCCc2c1[nH]c1ccccc21)c1ccccc1,10.07
204,CC(C)Oc1ccc(-c2csc(N3CCC(C(N)=O)CC3)n2)cc1,30.0
1739,COc1ccc(NC(=O)C23CC4CC(CC(C4)C2)C3)cc1[S+](=O)([O-])Nc1ccc(Br)cc1,5.0
121,Cc1ccc(C(=O)Nc2nc3nc(C)cc(=O)n3[nH]2)cc1,30.0
284,Cc1cc(N[S+](=O)([O-])c2ccc(NC(=O)Cc3ccc(F)c(F)c3)cc2)no1,30.0
576,O=C(NC1CC1)c1nc(-c2cccnc2)c2cnccn12,30.0
1375,CCn1c(=NC(=O)c2ccc(S(=O)(=O)N3CCCCC3)cc2)sc2cccc(OC)c21,9.5
1568,COc1cccc(CNc2ccc(S(=O)(=O)Nc3ccccc3)cc2)c1O,6.7
276,COc1ccnc(NC(=S)N2CCN(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC2)c1,30.0
1709,Oc1ccc(-c2nc(C3CC3)nc3c2CCN(CC2CCCCC2)CC3)cc1,5.28
2130,COc1ccccc1-c1nnc2sc(-c3ccc(N(C)C)cc3)nn12,2.24
361,COc1ccc(CNc2ccc(S(=O)(=O)Nc3nccs3)cc2)cc1O,30.0
1657,O=C1Nc2ccc(-c3cccc(C(F)(F)F)c3)cc2C(=O)N2CCN(C(=O)COc3ccccc3)C[C@H]12,5.73
813,NC(=O)C1CCN(c2nc(-c3ccccc3N)cs2)CC1,25.27
2451,CN(C(=O)COC(=O)c1csc(NCc2ccccc2)n1)c1ccccc1,1.4
630,COc1ccc(-c2ccc3ncc(Nc4ccc(C(N)=O)cc4)n3n2)cc1OC,30.0
1971,FC(F)(F)c1ccccc1-c1nc(NCc2cccc(Cl)c2)c2ccccc2n1,2.97
1489,c1ccc(-c2ccc(CNc3nc(-c4ccccn4)nnc3-c3ccccc3)cc2)cc1,7.73
287,CCCCC1CCC(C(=O)Nc2ccc(S(=O)(=O)Nc3nccs3)cc2)CC1,30.0
904,COc1cc(Nc2nc(-c3ccncc3)nc3ccccc23)ccc1NS(C)(=O)=O,22.0
1095,O=c1c2c([nH]c3ccc(Br)cc13)CCCC2,15.87
945,COc1cc(-c2nc(Cn3nnc(C(=O)Nc4cc(C)cc(C)c4)c3C)c(C)o2)cc(OC)c1OC,20.55
424,O=C1Nc2ccc(Cl)cc2/C1=C\c1cc(Cl)c(O)c(Cl)c1,30.0
1863,Cc1cc(SCC(=O)c2ccccc2)n2ncc(-c3ccccc3)c2n1,3.77
1692,COc1ncccc1-c1cc2c(ccn2C(C)C)c(C(=O)NCc2c(C)cc(C)[nH]c2=O)n1,5.49
2320,CCOc1ccc(CCNC(=O)c2cc3ccccc3n2Cc2cc(C)cc(C)n2)cc1OCC,1.7
891,CCN1CCN(C(=O)CCCn2nc(C)c3c(C)n(-c4ccc(C)cc4)nc3c2=O)CC1,22.2
66,Oc1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1,30.0
1695,Cc1c(Cl)cccc1NC(=O)CNS(=O)(=O)c1cccs1,5.47
1595,Cc1nn(CCc2nc(-c3ccc4ccccc4c3)cs2)c2[nH]c(=O)cc(C(F)(F)F)c12,6.4
917,CSc1nc(N)cc(Oc2ccc(-c3nc(Nc4cccc(C(F)(F)F)c4)n[nH]3)cc2)n1,21.24
1838,NC(=O)C1CCN(c2nc(-c3ccccc3Cl)cs2)CC1,4.02
231,CC(=O)c1ccc(N2CCN(S(=O)(=O)c3ccc4c(c3)n(C)c(=O)n4C)CC2)cc1,30.0
1623,CCc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1[S+](=O)([O-])Nc1cccc(C#N)c1,6.1
1221,COc1cc(NC(=O)c2cc(-c3ccccc3O)no2)cc(OC)c1OC,12.54
1223,Cc1cc(CNC(=O)c2ccc3c(c2)n(CC2CC2)c(=O)n3C2CCCCC2)on1,12.37
946,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,20.5
1360,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,9.75
773,Oc1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1F,28.0
2432,O=C(COc1ccccc1)NCC(c1cccs1)S(=O)(=O)c1ccc(Cl)cc1,1.44
1311,COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccc(F)cc5)cc4F)c3s2)nc1,10.33
375,O=[N+]([O-])c1cccc(CNc2ccc(S(=O)(=O)Nc3nccs3)cc2)c1O,30.0
2172,COc1cc(OC)cc(-c2csc(N3CCC(C(N)=O)CC3)n2)c1,2.09
1573,CCOC(=O)c1ccc(NC(=O)N2Cc3[nH]cnc3C[C@H]2c2nc(C(C)C)no2)cc1,6.65
1478,COc1ccccc1Nc1ccnc(N2CCN(C(=O)c3ccccc3Cl)CC2)n1,7.9
298,O=C(O)c1ccc(O)c2ncc(N3CCCN(CCc4cccc5ccccc45)CC3)cc12,30.0
599,Cn1cc(Nc2cnccc2C(=O)O)c2cccnc21,30.0
2054,CCOC(=O)Cc1ccc(NC(=O)n2ncc3cc(Cl)ccc32)cc1,2.5
100,O=C(Nc1ccc2oc(-c3ccncc3)nc2c1)c1ccccc1Cl,30.0
875,O=C(Nc1ccc(C(=O)Nc2nccs2)cc1)c1ccc2ccccc2c1,23.0
1293,O=C1CCCC2=C1C(C1CCCCC1Cl)N=C(NC1NC3CCCCC3S1)N2,10.9
2041,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2ccccc2)cc1,2.6
530,NC(=O)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1,30.0
1915,COc1ccc(S(=O)(=O)N2CCOCC2)cc1NC(=O)c1cccc(-n2cccc2)c1,3.37
1303,Cc1ccccc1C(=O)Nc1nc2c(s1)CC(C(C)(C)C)CC2,10.5
1356,CCOC(=O)N1CCc2c(sc(NCc3sccc3C)c2C(=O)Nc2cc(Cl)ccc2OC)C1,9.8
637,O=C(c1ccc(-c2ncc3cnc(-c4ccccc4)cn23)cc1)N1CCS(=O)(=O)CC1,30.0
2225,Cc1cc(-c2nnc3n2CCCCC3)c(C)n1-c1ccc(Cl)c(Cl)c1,1.9
186,NC(=O)C1CCN(c2nc(-c3cccc(N)c3)cs2)CC1,30.0
1958,CCn1c(SCc2ccc(C#N)cc2)nnc1-c1cccc(Cl)c1,3.0
1005,CC(NCc1ccc2c(c1)nc(NC(=O)c1ccc(-c3cn[nH]c3)s1)n2CC(C)(C)O)C(C)(C)C,18.82
1415,O=C(c1nc(-c2ccc(Cl)nc2)c2ccccn12)N1CCCC1,8.91
2099,CCOc1ccccc1N1CC(c2nc3ccccc3n2CCOc2ccc(C(C)(C)C)cc2)CC1=O,2.34
1832,CCCCN(CC)CCCNC(=O)c1ccc2c(c1)N(Cc1ccc(C)cc1)C(=O)c1ccccc1S2,4.06
512,O=C(Nc1ncc(-c2ccccc2)s1)c1ccc(-c2cccc([N+](=O)[O-])c2)o1,30.0
1781,COc1ccccc1-c1nc(NCc2ccc(-c3cccnc3)cc2)c2ccccc2n1,4.45
1217,CCc1cccc(-n2nnc(-c3nsc(NC(=O)c4cccc(OC)c4)n3)c2C)c1,12.76
1438,CC(C)(C)c1ccc(C(=O)N2CC(=O)Nc3ccc(F)cc3C2c2ccc(F)cc2)cc1,8.57
2109,Cc1ccc(C)c(CN2C(=O)c3ccccc3[S+]([O-])c3ccc(C(=O)N4CCN(c5ccccc5F)CC4)cc32)c1,2.32
608,O=C(Cc1ccc(Cl)cc1)Nc1cnccc1C(=O)O,30.0
1741,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCC2(CC1)CN(S(C)(=O)=O)c1ccccc12,4.99
2420,O=C(c1cccs1)c1nonc1C(=O)c1cccs1,1.49
152,CCCNC(=O)[C@H]1O[C@H]1C(=O)N[C@H](C(=O)N1CCC[C@@H]1C(=O)OC)C(C)CC,30.0
1605,CCN1C(=O)c2ccccc2[S+]([O-])c2ccc(NC(=O)Cc3ccc(F)cc3)cc21,6.3
1930,Cc1cc(-c2nnc3n2CCCCC3)c(C)n1-c1ccc(F)cc1,3.2
1954,NC(=O)C1CCN(c2nc(-c3ccccc3F)cs2)CC1,3.04
1936,Cc1cccc(-c2cc(NC(=O)c3ccccc3C)n(-c3ccccc3)n2)c1,3.18
2304,NC(=O)C1CCN(c2nc(-c3ccc4c(c3)OCO4)cs2)CC1,1.7
24,Nc1c(-c2ccccc2)cnc2c(-c3ccccc3)cnn12,30.0
159,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,30.0
1558,Cc1ccccc1CN1C2=NCCN2C(=O)C2=C1CCN(Cc1ccccc1)C2,6.82
332,COc1cc(Cl)cn2c(-c3cccc(NC4CNC4)n3)cnc12,30.0
1038,COc1cccc(C(=O)Nc2nc(-c3nnn(-c4cc(C)ccc4C)c3C)ns2)c1,17.61
2418,COc1ccccc1N1CCN(CCN(C(=O)c2ccc(I)cc2)c2ccccn2)CC1,1.49
2249,Cc1ccc(C2=CSC(NC(=O)CSc3nncn3C)=NN2)cc1,1.8
2038,Cc1ccc(N2CCC(CNc3nc(-c4ccccc4C(C)C)ncc3C)CC2)cn1,2.6
2481,Nc1c(S(=O)(=O)c2cccs2)c2nc3ccccc3nc2n1Cc1ccccc1,1.27
1935,Oc1ccc(CNc2ccc(F)cc2F)c2cccnc12,3.19
643,COc1ccc(-c2nc(-c3c(C)noc3C)cc3c2cc(C)n3CCN(C)C)cc1OC,30.0
1284,COc1ccc(-c2ccc(Nc3nc(-c4ccncc4)nc4ccccc34)cc2F)cc1F,11.0
312,CC(C)(O)CCc1ccc(OCc2cc(-c3cccc(OC(F)F)c3)c3ncccc3c2)cc1,30.0
352,N#Cc1cccc(Nc2ncc(-c3cccc4ccccc34)o2)c1,30.0
549,NC1(c2ccc(NC(=O)c3ccnc(-c4cc(C(=O)O)ccn4)c3)cc2)CC1,30.0
1972,O=C1c2ccccc2C2=Nc3ccccc3SC(c3ccc(Cl)cc3)C12,2.96
1376,COC(=O)c1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1OC,9.5
2445,O=c1[nH]c(C2CCN(S(=O)(=O)c3ccc4c(c3)OCCO4)CC2)nc2c1nnn2Cc1c(F)cccc1Cl,1.4
307,OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,30.0
288,C1CCc2nc3c(nc2C1)CCCC3,30.0
695,O=C(c1ccccc1)N1CCC(c2nn(-c3ccc(F)cc3)c(=O)[nH]2)CC1,30.0
1717,COc1cc(C(=O)Nc2nc(-c3ccccc3)cs2)ccc1NS(=O)(=O)c1ccc(C)cc1,5.2
631,CNC(=O)c1cccc(-c2cnc(Nc3cccc(C(F)(F)F)c3)c3c2CCO3)c1,30.0
2455,CCOc1ccccc1N(CC(=O)Nc1cc(OC)ccc1OC)S(=O)(=O)c1ccccc1,1.38
1867,Cc1cccc(C)c1Nc1c(-c2cccs2)nc2ncccn12,3.72
1302,Cc1ccc(N2CCN(c3cnn(-c4nc5ccccc5s4)c(=O)c3Cl)CC2C)cc1,10.52
2005,CC1(C)CC2CC(C)(CN2S(=O)(=O)c2ccc(C(=O)Nc3cccc(S(=O)(=O)N4CCOCC4)c3)cc2)C1,2.8
1310,Cc1nn(CCc2nc(-c3ccccc3)cs2)c2[nH]c(=O)cc(C(F)(F)F)c12,10.35
889,COc1ccc(C(=O)NC2CCCc3c2[nH]c2c(Cl)cccc32)cc1OC,22.38
1638,COc1cccc(CNC(=O)c2c(OC)cc(=O)n3c2CCN(C(=O)c2ccc(C)cc2C)CC3)c1,5.9
2018,CCN1CCN(c2ncc3c(n2)CCN(Cc2cc(Br)cs2)C3)CC1,2.7
1420,CC(C)c1ccccc1-c1ncc(F)c(NC2(c3ccc(-c4cccnc4)cc3)CC2)n1,8.9
1518,c1ccc(Nc2cc3c(cn2)CN(Cc2c[nH]c4ccccc24)CCN3)cc1,7.47
2232,CCOc1ccc(CCNC(=O)c2cc3ncccc3n2Cc2cccc(C)c2)cc1OCC,1.9
1190,CCNc1oc(-c2cccc3ccccc23)nc1C#N,13.0
14,Nc1nc(N)c2cc(Sc3ccc4ccccc4c3)ccc2n1,30.0
1462,CC(=O)Nc1ccc(NC(=O)C(NS(=O)(=O)c2ccc(Br)s2)c2ccccc2)cc1,8.13
